Disease	Gene	Differential Expression	PB-ROC	PN-ROC
acute lymphocytic leukemia	KRT18	vs bgc: down, vs negatives: down	0.82	0.71
acute lymphocytic leukemia	OAT	vs bgc: down, vs negatives: down	0.91	0.73
acute lymphocytic leukemia	ALDH9A1	vs bgc: down, vs negatives: down	0.88	0.82
acute lymphocytic leukemia	NBL1	vs bgc: down, vs negatives: down	0.85	0.73
acute lymphocytic leukemia	INSIG1	vs bgc: up, vs negatives: down	0.65	0.72
acute lymphocytic leukemia	HSPG2	vs bgc: down, vs negatives: down	0.91	0.74
acute lymphocytic leukemia	SMC4	vs bgc: up, vs negatives: up	0.77	0.95
acute lymphocytic leukemia	TIMP1	vs bgc: down, vs negatives: down	0.88	0.75
acute lymphocytic leukemia	C3orf37	vs bgc: up, vs negatives: up	0.86	0.9
acute lymphocytic leukemia	CCND3	vs bgc: up, vs negatives: up	0.96	0.87
acute lymphocytic leukemia	RANBP2	vs bgc: up, vs negatives: up	0.78	0.72
acute lymphocytic leukemia	ACIN1	vs bgc: up, vs negatives: up	0.77	0.82
acute lymphocytic leukemia	ELAVL1	vs bgc: up, vs negatives: up	0.92	0.88
acute lymphocytic leukemia	SAFB	vs bgc: up, vs negatives: up	0.66	0.71
acute lymphocytic leukemia	TBCD	vs bgc: up, vs negatives: up	0.8	0.67
acute lymphocytic leukemia	DAXX	vs bgc: up, vs negatives: down	0.73	0.65
acute lymphocytic leukemia	ADNP	vs bgc: up, vs negatives: up	0.69	0.86
acute lymphocytic leukemia	RNF13	vs bgc: down, vs negatives: down	0.88	0.7
acute lymphocytic leukemia	AIP	vs bgc: up, vs negatives: up	0.67	0.77
acute lymphocytic leukemia	AEBP1	vs bgc: up, vs negatives: up	0.71	0.66
acute lymphocytic leukemia	SMG7	vs bgc: up, vs negatives: up	0.92	0.85
acute lymphocytic leukemia	LBR	vs bgc: up, vs negatives: up	0.68	0.84
acute lymphocytic leukemia	POLR2B	vs bgc: up, vs negatives: up	0.93	0.77
acute lymphocytic leukemia	NR3C1	vs bgc: up, vs negatives: up	0.82	0.86
acute lymphocytic leukemia	PON2	vs bgc: down, vs negatives: down	0.8	0.83
acute lymphocytic leukemia	PPP2R5C	vs bgc: up, vs negatives: up	0.71	0.68
acute lymphocytic leukemia	RRM2	vs bgc: up, vs negatives: down	0.68	0.84
acute lymphocytic leukemia	SLC25A36	vs bgc: up, vs negatives: up	0.83	0.79
acute lymphocytic leukemia	MCM6	vs bgc: up, vs negatives: up	0.93	0.92
acute lymphocytic leukemia	ALCAM	vs bgc: down, vs negatives: down	0.84	0.74
acute lymphocytic leukemia	CCNC	vs bgc: up, vs negatives: up	0.93	0.78
acute lymphocytic leukemia	ACSL1	vs bgc: down, vs negatives: down	0.67	0.79
acute lymphocytic leukemia	ATP6V1A	vs bgc: down, vs negatives: down	0.87	0.72
acute lymphocytic leukemia	MED13	vs bgc: up, vs negatives: up	0.93	0.73
acute lymphocytic leukemia	HNRPDL	vs bgc: up, vs negatives: up	0.88	0.91
acute lymphocytic leukemia	DYNLT1	vs bgc: down, vs negatives: down	0.84	0.67
acute lymphocytic leukemia	SDHC	vs bgc: down, vs negatives: down	0.91	0.75
acute lymphocytic leukemia	TWF2	vs bgc: down, vs negatives: down	0.87	0.66
acute lymphocytic leukemia	TMEM184B	vs bgc: down, vs negatives: down	0.88	0.81
acute lymphocytic leukemia	BCKDK	vs bgc: down, vs negatives: down	0.85	0.7
acute lymphocytic leukemia	MYO18A	vs bgc: up, vs negatives: up	0.94	0.94
acute lymphocytic leukemia	SDC4	vs bgc: down, vs negatives: down	0.79	0.81
acute lymphocytic leukemia	PLTP	vs bgc: down, vs negatives: down	0.79	0.81
acute lymphocytic leukemia	BIRC5	vs bgc: up, vs negatives: down	0.65	0.86
acute lymphocytic leukemia	RALB	vs bgc: down, vs negatives: down	0.77	0.65
acute lymphocytic leukemia	MCM2	vs bgc: up, vs negatives: up	0.73	0.95
acute lymphocytic leukemia	PRPF4B	vs bgc: up, vs negatives: up	0.69	0.88
acute lymphocytic leukemia	AKR7A2	vs bgc: down, vs negatives: down	0.93	0.65
acute lymphocytic leukemia	BLVRB	vs bgc: down, vs negatives: down	0.8	0.65
acute lymphocytic leukemia	BRD8	vs bgc: up, vs negatives: up	0.92	0.77
acute lymphocytic leukemia	EIF3M	vs bgc: up, vs negatives: up	0.78	0.71
acute lymphocytic leukemia	TSPAN7	vs bgc: up, vs negatives: up	0.76	0.65
acute lymphocytic leukemia	MTA1	vs bgc: up, vs negatives: up	0.78	0.88
acute lymphocytic leukemia	NAE1	vs bgc: up, vs negatives: down	0.76	0.74
acute lymphocytic leukemia	STAG1	vs bgc: up, vs negatives: up	0.86	0.73
acute lymphocytic leukemia	SMARCA5	vs bgc: up, vs negatives: down	0.65	0.75
acute lymphocytic leukemia	PPP2R2A	vs bgc: up, vs negatives: up	0.93	0.68
acute lymphocytic leukemia	BCKDHA	vs bgc: down, vs negatives: down	0.81	0.65
acute lymphocytic leukemia	PAM	vs bgc: down, vs negatives: down	0.82	0.9
acute lymphocytic leukemia	COX5B	vs bgc: down, vs negatives: down	0.85	0.68
acute lymphocytic leukemia	MAML1	vs bgc: up, vs negatives: up	0.72	0.8
acute lymphocytic leukemia	SPOCK1	vs bgc: down, vs negatives: down	0.68	0.73
acute lymphocytic leukemia	LEPROT	vs bgc: down, vs negatives: down	0.73	0.78
acute lymphocytic leukemia	KDM5C	vs bgc: up, vs negatives: up	0.9	0.76
acute lymphocytic leukemia	TCERG1	vs bgc: up, vs negatives: down	0.76	0.74
acute lymphocytic leukemia	AP3S2	vs bgc: down, vs negatives: down	0.74	0.65
acute lymphocytic leukemia	TIAL1	vs bgc: up, vs negatives: up	0.84	0.88
acute lymphocytic leukemia	USP1	vs bgc: up, vs negatives: down	0.68	0.82
acute lymphocytic leukemia	YIF1A	vs bgc: down, vs negatives: down	0.95	0.67
acute lymphocytic leukemia	KAT6A	vs bgc: up, vs negatives: up	0.97	0.81
acute lymphocytic leukemia	ERLIN1	vs bgc: up, vs negatives: down	0.73	0.7
acute lymphocytic leukemia	PAPD7	vs bgc: up, vs negatives: up	0.81	0.82
acute lymphocytic leukemia	HCFC1	vs bgc: up, vs negatives: up	0.93	0.73
acute lymphocytic leukemia	RANBP1	vs bgc: up, vs negatives: up	0.86	0.84
acute lymphocytic leukemia	MAPRE2	vs bgc: up, vs negatives: up	0.95	0.73
acute lymphocytic leukemia	CTCF	vs bgc: up, vs negatives: up	0.8	0.92
acute lymphocytic leukemia	SMAD4	vs bgc: up, vs negatives: up	0.92	0.65
acute lymphocytic leukemia	GALE	vs bgc: down, vs negatives: down	0.94	0.74
acute lymphocytic leukemia	PRKCD	vs bgc: down, vs negatives: down	0.68	0.65
acute lymphocytic leukemia	ARHGEF7	vs bgc: up, vs negatives: up	0.97	0.85
acute lymphocytic leukemia	ARL2	vs bgc: down, vs negatives: down	0.91	0.7
acute lymphocytic leukemia	MARK3	vs bgc: up, vs negatives: up	0.93	0.7
acute lymphocytic leukemia	HMGN4	vs bgc: up, vs negatives: down	0.69	0.71
acute lymphocytic leukemia	TYMS	vs bgc: up, vs negatives: up	0.89	0.97
acute lymphocytic leukemia	NDST1	vs bgc: down, vs negatives: down	0.81	0.75
acute lymphocytic leukemia	MED14	vs bgc: up, vs negatives: up	0.87	0.81
acute lymphocytic leukemia	TRRAP	vs bgc: up, vs negatives: up	0.65	0.79
acute lymphocytic leukemia	TNFAIP3	vs bgc: up, vs negatives: up	0.79	0.83
acute lymphocytic leukemia	MARCH7	vs bgc: up, vs negatives: up	0.95	0.67
acute lymphocytic leukemia	SERTAD2	vs bgc: up, vs negatives: down	0.66	0.68
acute lymphocytic leukemia	WIPF1	vs bgc: up, vs negatives: up	0.91	0.83
acute lymphocytic leukemia	FASTK	vs bgc: down, vs negatives: down	0.9	0.67
acute lymphocytic leukemia	RBM15B	vs bgc: up, vs negatives: up	0.84	0.85
acute lymphocytic leukemia	NUDT21	vs bgc: up, vs negatives: down	0.87	0.74
acute lymphocytic leukemia	CCNB2	vs bgc: up, vs negatives: up	0.93	0.87
acute lymphocytic leukemia	KIAA0391	vs bgc: up, vs negatives: up	0.85	0.76
acute lymphocytic leukemia	POLR2A	vs bgc: up, vs negatives: up	0.94	0.71
acute lymphocytic leukemia	IFNGR1	vs bgc: down, vs negatives: up	0.68	0.7
acute lymphocytic leukemia	ABHD14A	vs bgc: down, vs negatives: down	0.93	0.69
acute lymphocytic leukemia	R3HDM1	vs bgc: up, vs negatives: up	0.84	0.84
acute lymphocytic leukemia	HMGCL	vs bgc: down, vs negatives: down	0.84	0.67
acute lymphocytic leukemia	OXCT1	vs bgc: up, vs negatives: up	0.91	0.68
acute lymphocytic leukemia	GAA	vs bgc: down, vs negatives: down	0.75	0.72
acute lymphocytic leukemia	AHR	vs bgc: down, vs negatives: down	0.88	0.79
acute lymphocytic leukemia	SLC37A4	vs bgc: down, vs negatives: down	0.88	0.68
acute lymphocytic leukemia	SLC16A3	vs bgc: down, vs negatives: down	0.76	0.74
acute lymphocytic leukemia	CDC20	vs bgc: up, vs negatives: down	0.74	0.78
acute lymphocytic leukemia	PPP2R1B	vs bgc: up, vs negatives: up	0.68	0.71
acute lymphocytic leukemia	MAP7	vs bgc: down, vs negatives: down	0.84	0.84
acute lymphocytic leukemia	SRSF3	vs bgc: up, vs negatives: up	0.94	0.94
acute lymphocytic leukemia	WFS1	vs bgc: up, vs negatives: up	0.78	0.68
acute lymphocytic leukemia	MSH6	vs bgc: up, vs negatives: up	0.94	0.91
acute lymphocytic leukemia	RFX5	vs bgc: up, vs negatives: up	0.84	0.91
acute lymphocytic leukemia	MPP1	vs bgc: up, vs negatives: up	0.87	0.86
acute lymphocytic leukemia	RHOBTB3	vs bgc: down, vs negatives: down	0.76	0.67
acute lymphocytic leukemia	TRAF3IP2	vs bgc: up, vs negatives: up	0.93	0.9
acute lymphocytic leukemia	PYGL	vs bgc: down, vs negatives: down	0.82	0.66
acute lymphocytic leukemia	LTBR	vs bgc: down, vs negatives: down	0.83	0.81
acute lymphocytic leukemia	TIMELESS	vs bgc: up, vs negatives: up	0.84	0.86
acute lymphocytic leukemia	KLHL21	vs bgc: down, vs negatives: down	0.89	0.85
acute lymphocytic leukemia	SMAD2	vs bgc: up, vs negatives: up	0.83	0.79
acute lymphocytic leukemia	IMPA2	vs bgc: down, vs negatives: down	0.86	0.69
acute lymphocytic leukemia	SPTLC2	vs bgc: up, vs negatives: up	0.71	0.83
acute lymphocytic leukemia	WTAP	vs bgc: up, vs negatives: up	0.8	0.81
acute lymphocytic leukemia	MAP1A	vs bgc: up, vs negatives: up	0.94	0.67
acute lymphocytic leukemia	MRPL40	vs bgc: down, vs negatives: down	0.96	0.65
acute lymphocytic leukemia	AKAP11	vs bgc: up, vs negatives: up	0.84	0.69
acute lymphocytic leukemia	RNF8	vs bgc: up, vs negatives: up	0.77	0.71
acute lymphocytic leukemia	CFDP1	vs bgc: up, vs negatives: up	0.79	0.68
acute lymphocytic leukemia	GATM	vs bgc: down, vs negatives: up	0.67	0.72
acute lymphocytic leukemia	SMARCD1	vs bgc: up, vs negatives: up	0.88	0.77
acute lymphocytic leukemia	CDK9	vs bgc: up, vs negatives: up	0.94	0.8
acute lymphocytic leukemia	FAM53B	vs bgc: up, vs negatives: up	0.95	0.82
acute lymphocytic leukemia	TSPAN31	vs bgc: down, vs negatives: down	0.76	0.75
acute lymphocytic leukemia	UPP1	vs bgc: down, vs negatives: down	0.9	0.85
acute lymphocytic leukemia	NOTCH3	vs bgc: down, vs negatives: down	0.7	0.67
acute lymphocytic leukemia	PDLIM5	vs bgc: down, vs negatives: down	0.79	0.87
acute lymphocytic leukemia	ZNF24	vs bgc: up, vs negatives: up	0.94	0.76
acute lymphocytic leukemia	DTYMK	vs bgc: up, vs negatives: up	0.7	0.75
acute lymphocytic leukemia	F8A1	vs bgc: up, vs negatives: up	0.78	0.82
acute lymphocytic leukemia	EDEM1	vs bgc: up, vs negatives: up	0.92	0.93
acute lymphocytic leukemia	COL5A1	vs bgc: up, vs negatives: up	0.76	0.71
acute lymphocytic leukemia	RBBP8	vs bgc: up, vs negatives: down	0.76	0.74
acute lymphocytic leukemia	MTF2	vs bgc: up, vs negatives: up	0.88	0.96
acute lymphocytic leukemia	MAD2L1	vs bgc: up, vs negatives: down	0.76	0.84
acute lymphocytic leukemia	DGKA	vs bgc: up, vs negatives: up	0.88	0.88
acute lymphocytic leukemia	FKBP2	vs bgc: down, vs negatives: down	0.96	0.82
acute lymphocytic leukemia	SATB1	vs bgc: up, vs negatives: up	0.9	0.88
acute lymphocytic leukemia	LMNA	vs bgc: down, vs negatives: down	0.89	0.82
acute lymphocytic leukemia	MLL4	vs bgc: up, vs negatives: up	0.79	0.65
acute lymphocytic leukemia	FAM8A1	vs bgc: down, vs negatives: down	0.73	0.69
acute lymphocytic leukemia	HEBP2	vs bgc: down, vs negatives: down	0.88	0.69
acute lymphocytic leukemia	TMPO	vs bgc: up, vs negatives: up	0.66	0.92
acute lymphocytic leukemia	MME	vs bgc: up, vs negatives: up	0.83	0.82
acute lymphocytic leukemia	RPP30	vs bgc: up, vs negatives: up	0.95	0.83
acute lymphocytic leukemia	ATOX1	vs bgc: down, vs negatives: down	0.95	0.78
acute lymphocytic leukemia	MPV17	vs bgc: down, vs negatives: down	0.89	0.65
acute lymphocytic leukemia	IQGAP2	vs bgc: up, vs negatives: up	0.85	0.7
acute lymphocytic leukemia	SIVA1	vs bgc: up, vs negatives: up	0.66	0.81
acute lymphocytic leukemia	CEP57	vs bgc: up, vs negatives: down	0.7	0.84
acute lymphocytic leukemia	MED12	vs bgc: up, vs negatives: up	0.89	0.87
acute lymphocytic leukemia	LPL	vs bgc: down, vs negatives: up	0.69	0.72
acute lymphocytic leukemia	ZHX2	vs bgc: up, vs negatives: up	0.93	0.82
acute lymphocytic leukemia	PCBD1	vs bgc: down, vs negatives: down	0.94	0.88
acute lymphocytic leukemia	OFD1	vs bgc: up, vs negatives: up	0.95	0.88
acute lymphocytic leukemia	FAM193A	vs bgc: up, vs negatives: up	0.94	0.91
acute lymphocytic leukemia	ALDH5A1	vs bgc: up, vs negatives: up	0.82	0.77
acute lymphocytic leukemia	TERF2	vs bgc: up, vs negatives: up	0.96	0.87
acute lymphocytic leukemia	BYSL	vs bgc: up, vs negatives: down	0.73	0.76
acute lymphocytic leukemia	NDUFB5	vs bgc: down, vs negatives: down	0.94	0.72
acute lymphocytic leukemia	CTSF	vs bgc: down, vs negatives: down	0.88	0.83
acute lymphocytic leukemia	PCNT	vs bgc: up, vs negatives: up	0.93	0.78
acute lymphocytic leukemia	HELZ	vs bgc: up, vs negatives: up	0.92	0.86
acute lymphocytic leukemia	GNS	vs bgc: down, vs negatives: down	0.87	0.85
acute lymphocytic leukemia	TMED1	vs bgc: down, vs negatives: down	0.95	0.78
acute lymphocytic leukemia	FZD7	vs bgc: down, vs negatives: down	0.76	0.72
acute lymphocytic leukemia	PNPLA6	vs bgc: down, vs negatives: down	0.72	0.66
acute lymphocytic leukemia	ALDH4A1	vs bgc: down, vs negatives: down	0.86	0.66
acute lymphocytic leukemia	ZNF217	vs bgc: up, vs negatives: down	0.67	0.7
acute lymphocytic leukemia	RARA	vs bgc: down, vs negatives: down	0.81	0.79
acute lymphocytic leukemia	BUB1B	vs bgc: up, vs negatives: down	0.65	0.85
acute lymphocytic leukemia	ST3GAL4	vs bgc: down, vs negatives: down	0.77	0.68
acute lymphocytic leukemia	DLGAP5	vs bgc: up, vs negatives: down	0.65	0.83
acute lymphocytic leukemia	GCA	vs bgc: down, vs negatives: down	0.65	0.66
acute lymphocytic leukemia	SSBP2	vs bgc: up, vs negatives: up	0.95	0.94
acute lymphocytic leukemia	SEMA3C	vs bgc: down, vs negatives: down	0.67	0.68
acute lymphocytic leukemia	BCL7A	vs bgc: up, vs negatives: up	0.88	0.93
acute lymphocytic leukemia	PCYOX1	vs bgc: down, vs negatives: down	0.94	0.83
acute lymphocytic leukemia	LUC7L3	vs bgc: up, vs negatives: up	0.88	0.85
acute lymphocytic leukemia	FANCA	vs bgc: up, vs negatives: up	0.65	0.77
acute lymphocytic leukemia	NQO2	vs bgc: down, vs negatives: down	0.91	0.8
acute lymphocytic leukemia	BRD3	vs bgc: up, vs negatives: up	0.93	0.81
acute lymphocytic leukemia	WIPI1	vs bgc: down, vs negatives: down	0.85	0.89
acute lymphocytic leukemia	IL32	vs bgc: down, vs negatives: down	0.7	0.68
acute lymphocytic leukemia	TRIM32	vs bgc: up, vs negatives: up	0.77	0.65
acute lymphocytic leukemia	SZT2	vs bgc: up, vs negatives: up	0.9	0.82
acute lymphocytic leukemia	VASH1	vs bgc: down, vs negatives: up	0.65	0.67
acute lymphocytic leukemia	BTN2A1	vs bgc: up, vs negatives: up	0.93	0.83
acute lymphocytic leukemia	ATF6	vs bgc: down, vs negatives: down	0.91	0.8
acute lymphocytic leukemia	PPP1R26	vs bgc: down, vs negatives: down	0.94	0.87
acute lymphocytic leukemia	CDC6	vs bgc: up, vs negatives: down	0.66	0.85
acute lymphocytic leukemia	CHAF1A	vs bgc: up, vs negatives: up	0.76	0.9
acute lymphocytic leukemia	CASP9	vs bgc: up, vs negatives: up	0.83	0.65
acute lymphocytic leukemia	KDM6A	vs bgc: up, vs negatives: up	0.89	0.75
acute lymphocytic leukemia	PHACTR2	vs bgc: down, vs negatives: down	0.75	0.85
acute lymphocytic leukemia	PRKX	vs bgc: up, vs negatives: up	0.93	0.88
acute lymphocytic leukemia	FRY	vs bgc: down, vs negatives: up	0.75	0.78
acute lymphocytic leukemia	ENTPD4	vs bgc: up, vs negatives: up	0.89	0.86
acute lymphocytic leukemia	NRGN	vs bgc: down, vs negatives: down	0.68	0.74
acute lymphocytic leukemia	CLN5	vs bgc: down, vs negatives: down	0.84	0.68
acute lymphocytic leukemia	AURKA	vs bgc: up, vs negatives: down	0.73	0.66
acute lymphocytic leukemia	SNAPC2	vs bgc: down, vs negatives: down	0.87	0.67
acute lymphocytic leukemia	NFYA	vs bgc: up, vs negatives: up	0.86	0.92
acute lymphocytic leukemia	CELF1	vs bgc: up, vs negatives: up	0.91	0.83
acute lymphocytic leukemia	CDC45	vs bgc: up, vs negatives: down	0.66	0.74
acute lymphocytic leukemia	BCL9	vs bgc: down, vs negatives: down	0.79	0.65
acute lymphocytic leukemia	GPR137B	vs bgc: down, vs negatives: down	0.87	0.93
acute lymphocytic leukemia	RAD51AP1	vs bgc: up, vs negatives: down	0.68	0.82
acute lymphocytic leukemia	NDC80	vs bgc: up, vs negatives: down	0.78	0.74
acute lymphocytic leukemia	BTD	vs bgc: down, vs negatives: down	0.93	0.84
acute lymphocytic leukemia	MGST2	vs bgc: down, vs negatives: down	0.68	0.74
acute lymphocytic leukemia	ALOX5AP	vs bgc: up, vs negatives: up	0.84	0.66
acute lymphocytic leukemia	RUNX3	vs bgc: up, vs negatives: up	0.7	0.66
acute lymphocytic leukemia	SLC31A2	vs bgc: down, vs negatives: down	0.65	0.84
acute lymphocytic leukemia	RTN2	vs bgc: down, vs negatives: down	0.8	0.74
acute lymphocytic leukemia	C6orf108	vs bgc: down, vs negatives: down	0.92	0.73
acute lymphocytic leukemia	CHD1	vs bgc: up, vs negatives: up	0.76	0.89
acute lymphocytic leukemia	PSEN2	vs bgc: down, vs negatives: down	0.89	0.87
acute lymphocytic leukemia	CPT2	vs bgc: down, vs negatives: down	0.93	0.83
acute lymphocytic leukemia	GPSM3	vs bgc: up, vs negatives: up	0.84	0.74
acute lymphocytic leukemia	SRSF10	vs bgc: up, vs negatives: up	0.68	0.93
acute lymphocytic leukemia	MIPEP	vs bgc: down, vs negatives: down	0.91	0.73
acute lymphocytic leukemia	CD151	vs bgc: down, vs negatives: down	0.96	0.95
acute lymphocytic leukemia	GTSE1	vs bgc: up, vs negatives: up	0.71	0.91
acute lymphocytic leukemia	GOLIM4	vs bgc: down, vs negatives: down	0.9	0.84
acute lymphocytic leukemia	NF1	vs bgc: up, vs negatives: up	0.86	0.78
acute lymphocytic leukemia	ZNF202	vs bgc: up, vs negatives: up	0.75	0.83
acute lymphocytic leukemia	NAGLU	vs bgc: down, vs negatives: down	0.77	0.7
acute lymphocytic leukemia	GOLGA2	vs bgc: down, vs negatives: down	0.94	0.79
acute lymphocytic leukemia	LARGE	vs bgc: up, vs negatives: up	0.85	0.65
acute lymphocytic leukemia	APOC1	vs bgc: down, vs negatives: down	0.84	0.76
acute lymphocytic leukemia	FOSL1	vs bgc: down, vs negatives: down	0.89	0.7
acute lymphocytic leukemia	ARHGAP4	vs bgc: up, vs negatives: up	0.8	0.78
acute lymphocytic leukemia	DST	vs bgc: down, vs negatives: down	0.73	0.8
acute lymphocytic leukemia	PIK3C2B	vs bgc: up, vs negatives: up	0.72	0.71
acute lymphocytic leukemia	SAMHD1	vs bgc: down, vs negatives: down	0.67	0.68
acute lymphocytic leukemia	CDC7	vs bgc: up, vs negatives: up	0.69	0.87
acute lymphocytic leukemia	BRD1	vs bgc: up, vs negatives: up	0.86	0.91
acute lymphocytic leukemia	NPIP	vs bgc: up, vs negatives: up	0.94	0.75
acute lymphocytic leukemia	PPP1R3D	vs bgc: down, vs negatives: down	0.8	0.69
